League,Year,Season,Type,blueTeamTag,bResult,rResult,redTeamTag,gamelength,blueTop,blueTopChamp,blueJungle,blueJungleChamp,blueMiddle,blueMiddleChamp,blueADC,blueADCChamp,blueSupport,blueSupportChamp,redTop,redTopChamp,redJungle,redJungleChamp,redMiddle,redMiddleChamp,redADC,redADCChamp,redSupport,redSupportChamp,Address
MSI,2015,Spring,International,EDG,1,0,AHQ,29,Koro1,Irelia,Clearlove,Gragas,PawN,TwistedFate,Deft,Urgot,Meiko,Thresh,Ziv,Gnar,Mountain,RekSai,westdoor,Fizz,AN,Kalista,Albis,Annie,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001140318?gameHash=4aa1b8936c3ad6ca
MSI,2015,Spring,International,SKT,1,0,EDG,39,MaRin,Maokai,Bengi,Gragas,Easyhoon,Cassiopeia,Bang,Kalista,Wolf,Annie,Koro1,Gnar,Clearlove,Sejuani,PawN,Orianna,Deft,Urgot,Meiko,Thresh,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001130414?gameHash=3f7e67f6b14eefd6
MSI,2015,Spring,International,EDG,1,0,SKT,36,Koro1,Maokai,Clearlove,Gragas,PawN,Cassiopeia,Deft,Jinx,Meiko,Annie,MaRin,Rumble,Bengi,RekSai,Easyhoon,Orianna,Bang,Lucian,Wolf,Leona,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001130420?gameHash=481e057c17968a20
MSI,2015,Spring,International,SKT,0,1,EDG,30,MaRin,Rumble,Bengi,RekSai,Easyhoon,Lulu,Bang,Sivir,Wolf,Thresh,Koro1,Maokai,Clearlove,Nunu,PawN,Azir,Deft,Jinx,Meiko,Annie,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001130423?gameHash=fe8c57bc8fab383e
MSI,2015,Spring,International,EDG,0,1,SKT,37,Koro1,Maokai,Clearlove,Nunu,PawN,Azir,Deft,Corki,Meiko,Annie,MaRin,Gnar,Bengi,Gragas,Faker,Kassadin,Bang,Ezreal,Wolf,Alistar,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001140341?gameHash=6b7cc9762d8bdb75
MSI,2015,Spring,International,SKT,0,1,EDG,38,MaRin,Gnar,Bengi,Nunu,Faker,Leblanc,Bang,Urgot,Wolf,Nautilus,Koro1,Maokai,Clearlove,Evelynn,PawN,Morgana,Deft,Sivir,Meiko,Alistar,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001140344?gameHash=94a083a88bff5f1c
MSI,2016,Spring,International,RNG,1,0,CLG,44,Looper,Poppy,mlxg,Nidalee,xiaohu,Azir,Wuxx,Lucian,Mata,Alistar,Darshan,Maokai,Xmithie,Graves,Huhi,AurelionSol,Stixxay,Caitlyn,aphromoo,Braum,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLT3/50141?gameHash=ac0db531706587d9
MSI,2016,Spring,International,G2,0,1,FW,45,Kikis,Trundle,Trick,Kindred,Perkz,Ryze,Emperor,Lucian,Hybrid,Janna,MMD,Ekko,Karsa,Graves,Maple,Azir,NL,Kalista,SwordArt,Braum,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLT3/50151?gameHash=cea8f36cf872da9e
MSI,2016,Spring,International,SKT,1,0,SUP,29,Duke,Ekko,Blank,Kindred,Faker,Ryze,Bang,Ezreal,Wolf,Karma,Thaldrin,Trundle,Stomaged,Gragas,Naru,Azir,Achuu,Lucian,Dumbledoge,Poppy,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLT3/50161?gameHash=79500adc81164235
MSI,2016,Spring,International,CLG,1,0,FW,49,Darshan,Poppy,Xmithie,Kindred,Huhi,Lissandra,Stixxay,Caitlyn,aphromoo,Thresh,MMD,Ekko,Karsa,Graves,Maple,Gangplank,NL,Lucian,SwordArt,Braum,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLT3/50168?gameHash=b7686850850c7171
MSI,2016,Spring,International,G2,0,1,SKT,25,Kikis,Gragas,Trick,Graves,Perkz,Ekko,Emperor,Lucian,Hybrid,Braum,Duke,Poppy,Blank,Kindred,Faker,Ryze,Bang,Sivir,Wolf,Alistar,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLT3/50176?gameHash=396641c020157b53
MSI,2016,Spring,International,SUP,0,1,RNG,37,fabFabulous,Fizz,Stomaged,Graves,Naru,Lissandra,Achuu,Lucian,Dumbledoge,Poppy,Looper,Ekko,mlxg,LeeSin,xiaohu,Ryze,Wuxx,Sivir,Mata,TahmKench,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLT3/50184?gameHash=6fa03189c2167c37
MSI,2016,Spring,International,CLG,1,0,G2,31,Darshan,Poppy,Xmithie,Kindred,Huhi,Azir,Stixxay,Lucian,aphromoo,Soraka,Kikis,Ekko,Trick,Graves,Perkz,Ryze,Emperor,Ezreal,Hybrid,Bard,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLT3/60173?gameHash=ad39ad7332248116
MSI,2016,Spring,International,SKT,0,1,RNG,61,Duke,Poppy,Blank,Nidalee,Faker,Azir,Bang,Lucian,Wolf,TahmKench,Looper,Maokai,mlxg,Graves,xiaohu,Leblanc,Wuxx,Jhin,Mata,Alistar,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLT3/60179?gameHash=b304d6395dddd42e
MSI,2016,Spring,International,FW,1,0,SUP,31,MMD,Maokai,Karsa,LeeSin,Maple,Leblanc,NL,Lucian,SwordArt,Alistar,fabFabulous,Fizz,Stomaged,Graves,Naru,Lissandra,Achuu,Ezreal,Dumbledoge,Braum,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLT3/60190?gameHash=8c79bc20f0984e4f
MSI,2016,Spring,International,RNG,1,0,G2,35,Looper,Poppy,mlxg,Kindred,xiaohu,Azir,Wuxx,Twitch,Mata,Thresh,Kikis,Ekko,Trick,Graves,Perkz,Ryze,Emperor,Lucian,Hybrid,Trundle,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLT3/60198?gameHash=19f7c5a9fc35bb59
MSI,2016,Spring,International,SUP,1,0,CLG,34,Thaldrin,Poppy,Stomaged,Kindred,Naru,Leblanc,Achuu,Lucian,Dumbledoge,Bard,Darshan,Ekko,Xmithie,Graves,Huhi,Lulu,Stixxay,Sivir,aphromoo,Braum,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLT3/60206?gameHash=f834d131eb518397
MSI,2016,Spring,International,SKT,0,1,FW,49,Duke,Poppy,Blank,Nidalee,Faker,Azir,Bang,Lucian,Wolf,Trundle,MMD,Ekko,Karsa,Kindred,Maple,Ryze,NL,Ezreal,SwordArt,Alistar,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLT3/60213?gameHash=593fe48950245189
MSI,2016,Spring,International,FW,0,1,RNG,34,MMD,Ekko,Karsa,Nidalee,Maple,Zed,NL,Lucian,SwordArt,Thresh,Looper,Poppy,mlxg,Kindred,xiaohu,Ryze,Wuxx,Twitch,Mata,Braum,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLT3/60226?gameHash=01b203061ba62154
MSI,2016,Spring,International,CLG,1,0,SKT,44,Darshan,Poppy,Xmithie,Nidalee,Huhi,Azir,Stixxay,Lucian,aphromoo,Janna,Duke,Ekko,Blank,Kindred,Faker,Leblanc,Bang,Ezreal,Wolf,Braum,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLT3/60240?gameHash=759f5744da9c0f02
MSI,2016,Spring,International,SUP,0,1,G2,40,Thaldrin,Ekko,Stomaged,Kindred,Naru,TwistedFate,Achuu,Ezreal,Dumbledoge,Morgana,Kikis,Poppy,Trick,Graves,Perkz,Azir,Emperor,Kalista,Hybrid,Bard,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLT3/60247?gameHash=3356db953888c2ea
MSI,2016,Spring,International,FW,1,0,SKT,41,MMD,Poppy,Karsa,Elise,Maple,Azir,NL,Ezreal,SwordArt,Alistar,Duke,Maokai,Blank,Graves,Faker,Ekko,Bang,Lucian,Wolf,Braum,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLT3/60254?gameHash=b5c6263bff9ec87a
MSI,2016,Spring,International,CLG,1,0,SUP,31,Darshan,Maokai,Xmithie,Kindred,Huhi,Azir,Stixxay,Kalista,aphromoo,Soraka,fabFabulous,Ekko,Stomaged,Graves,Naru,Leblanc,Achuu,Lucian,Dumbledoge,Poppy,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLT3/60263?gameHash=b5bb778960ef9dec
MSI,2016,Spring,International,G2,0,1,RNG,38,Kikis,Poppy,Trick,Nidalee,Perkz,Azir,Emperor,Lucian,Hybrid,Alistar,Looper,Ekko,mlxg,Graves,xiaohu,Leblanc,Wuxx,Sivir,Mata,Braum,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLT3/60270?gameHash=fdbd7ee59448e997
MSI,2016,Spring,International,G2,1,0,SUP,32,Kikis,Poppy,Trick,Graves,Perkz,Ryze,Emperor,Ezreal,Hybrid,Braum,fabFabulous,Ekko,Stomaged,Kindred,Naru,Leblanc,Achuu,Lucian,Dumbledoge,Soraka,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLT3/60305?gameHash=17cfa791c3a95b72
MSI,2016,Spring,International,RNG,1,0,FW,30,Looper,Poppy,mlxg,Nidalee,xiaohu,Azir,Wuxx,Lucian,Mata,Alistar,MMD,Maokai,Karsa,Graves,Maple,Ryze,NL,Caitlyn,SwordArt,Morgana,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLT3/60308?gameHash=db7e4b64882f2753
MSI,2016,Spring,International,SKT,1,0,CLG,34,Duke,Ekko,Blank,Graves,Faker,Zilean,Bang,Sivir,Wolf,Braum,Darshan,Poppy,Xmithie,Kindred,Huhi,AurelionSol,Stixxay,Kalista,aphromoo,Bard,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLT3/60322?gameHash=a7d97cf415222663
MSI,2016,Spring,International,FW,1,0,G2,40,MMD,Ekko,Karsa,Kindred,Maple,Leblanc,NL,Ezreal,SwordArt,Alistar,Kikis,Maokai,Trick,LeeSin,Perkz,Azir,Emperor,Lucian,Hybrid,Braum,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLT3/60323?gameHash=fd221298749574de
MSI,2016,Spring,International,CLG,1,0,RNG,43,Darshan,Poppy,Xmithie,Kindred,Huhi,Azir,Stixxay,Kalista,aphromoo,Morgana,Looper,Ekko,mlxg,Nidalee,xiaohu,Zed,Wuxx,Lucian,Mata,Thresh,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLT3/60329?gameHash=ded0b72947b56b70
MSI,2016,Spring,International,SUP,0,1,SKT,29,fabFabulous,Maokai,Stomaged,Graves,Naru,Lissandra,Achuu,Lucian,Dumbledoge,Thresh,Duke,Ekko,Blank,Kindred,Faker,Azir,Bang,Ezreal,Wolf,Braum,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLT3/60334?gameHash=0213115c2f20bacd
MSI,2016,Spring,International,RNG,1,0,SUP,24,Looper,Ekko,mlxg,Graves,xiaohu,Azir,Wuxx,Twitch,Mata,Braum,Thaldrin,Maokai,Stomaged,Elise,Naru,Zed,Achuu,Lucian,Dumbledoge,Thresh,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLT3/60358?gameHash=0f8b6abeb8cb90c0
MSI,2016,Spring,International,FW,0,1,CLG,38,MMD,Poppy,Karsa,Kindred,Maple,Karma,NL,Ezreal,SwordArt,Bard,Darshan,Ekko,Xmithie,Graves,Huhi,Ryze,Stixxay,Lucian,aphromoo,Soraka,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLT3/50384?gameHash=d2186ada50089391
MSI,2016,Spring,International,SKT,1,0,G2,30,Duke,Ekko,Blank,LeeSin,Faker,Ryze,Bang,Sivir,Wolf,Soraka,Kikis,Poppy,Trick,Graves,Perkz,Azir,Emperor,Kalista,Hybrid,Braum,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLT3/50392?gameHash=2d94494d161459f9
MSI,2016,Spring,International,SUP,0,1,FW,35,Thaldrin,Ekko,Stomaged,Graves,Naru,Azir,Achuu,Vayne,Dumbledoge,Janna,MMD,Maokai,Karsa,LeeSin,Maple,Leblanc,NL,Tristana,SwordArt,Braum,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLT3/60381?gameHash=9056683e5b4cc373
MSI,2016,Spring,International,G2,0,1,CLG,24,Kikis,Ekko,Trick,Kindred,Perkz,Leblanc,Emperor,Kalista,Hybrid,Bard,Darshan,Maokai,Xmithie,Graves,Huhi,Ryze,Stixxay,Lucian,aphromoo,Braum,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLT3/60388?gameHash=ed2237c1fa11dc22
MSI,2016,Spring,International,RNG,0,1,SKT,55,Looper,Ekko,mlxg,LeeSin,xiaohu,Ryze,Wuxx,Sivir,Mata,Bard,Duke,Maokai,Blank,Graves,Faker,Lulu,Bang,Lucian,Wolf,Trundle,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLT3/60393?gameHash=9ec983246fbbfe86
MSI,2016,Spring,International,RNG,1,0,SKT,42,Looper,Trundle,mlxg,Nidalee,xiaohu,Leblanc,Wuxx,Lucian,Mata,Braum,Duke,Poppy,Blank,Graves,Faker,Fizz,Bang,Sivir,Wolf,Soraka,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLT3/60550?gameHash=df2865c8d1e74247
MSI,2016,Spring,International,RNG,0,1,SKT,24,Looper,Ryze,mlxg,Kindred,xiaohu,Leblanc,Wuxx,Kalista,Mata,Braum,Duke,Poppy,Blank,Elise,Faker,Azir,Bang,Sivir,Wolf,Soraka,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLT3/60575?gameHash=6853b0f718293bc9
MSI,2016,Spring,International,RNG,0,1,SKT,37,Looper,Poppy,mlxg,Elise,xiaohu,Azir,Wuxx,Jhin,Mata,Leona,Duke,Ekko,Blank,Graves,Faker,Fizz,Bang,Sivir,Wolf,Soraka,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLT3/60576?gameHash=7e49b2d62cda501c
MSI,2016,Spring,International,RNG,0,1,SKT,28,Looper,Poppy,mlxg,Graves,xiaohu,Azir,Wuxx,Tristana,Mata,Braum,Duke,Maokai,Blank,Kindred,Faker,Ryze,Bang,Ezreal,Wolf,Karma,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLT3/60577?gameHash=13bd3b91846376ef
MSI,2016,Spring,International,CLG,1,0,FW,32,Darshan,Ekko,Xmithie,Kindred,Huhi,Ryze,Stixxay,Kalista,aphromoo,Bard,MMD,Poppy,Karsa,Elise,Maple,Azir,NL,Sivir,SwordArt,Soraka,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLT3/70021?gameHash=50f9d2ed618ae11b
MSI,2016,Spring,International,CLG,0,1,FW,35,Darshan,Ekko,Xmithie,Graves,Huhi,Azir,Stixxay,Caitlyn,aphromoo,Janna,MMD,Poppy,Karsa,Kindred,Maple,Ryze,NL,Ezreal,SwordArt,Karma,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLT3/70034?gameHash=4fc001a2dece10bf
MSI,2016,Spring,International,CLG,1,0,FW,40,Darshan,Ekko,Xmithie,Graves,Huhi,Ryze,Stixxay,Ezreal,aphromoo,Sona,MMD,Poppy,Karsa,Kindred,Maple,Azir,NL,Varus,SwordArt,Karma,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLT3/70035?gameHash=dc11f38d6243e85e
MSI,2016,Spring,International,CLG,1,0,FW,31,Darshan,Poppy,Xmithie,Nidalee,Huhi,Ryze,Stixxay,Ezreal,aphromoo,Sona,MMD,Ekko,Karsa,Kindred,Maple,Azir,NL,Sivir,SwordArt,Karma,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLT3/70036?gameHash=14cdf682c4003638
MSI,2016,Spring,International,CLG,0,1,SKT,35,Darshan,Poppy,Xmithie,Nidalee,Huhi,Ekko,Stixxay,Lucian,aphromoo,Soraka,Duke,Trundle,Blank,Elise,Faker,Azir,Bang,Ezreal,Wolf,Nami,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLT3/70046?gameHash=7c49caa814dfa403
MSI,2016,Spring,International,CLG,0,1,SKT,35,Darshan,Poppy,Xmithie,Nidalee,Huhi,Ekko,Stixxay,Lucian,aphromoo,Soraka,Duke,Trundle,Blank,Elise,Faker,Azir,Bang,Ezreal,Wolf,Nami,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLT3/70062?gameHash=8e4fa01185891ba7
MSI,2016,Spring,International,CLG,0,1,SKT,38,Darshan,Maokai,Xmithie,Kindred,Huhi,Cassiopeia,Stixxay,Caitlyn,aphromoo,Soraka,Duke,Poppy,Blank,Elise,Faker,Ryze,Bang,Lucian,Wolf,Nami,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLT3/70063?gameHash=7f48241f2ecbecc8
MSI,2017,Spring,International,G2,0,1,SKT,44,Expect,Renekton,Trick,LeeSin,Perkz,Orianna,Zven,Ashe,mithy,Zyra,Huni,Galio,Peanut,Graves,Faker,Syndra,Bang,Varus,Wolf,MissFortune,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002180106?gameHash=6000b59281dff531
MSI,2017,Spring,International,WE,1,0,FW,30,957,Kled,Condi,Elise,xiye,Taliyah,Mystic,Ashe,Ben,Bard,MMD,Rumble,Karsa,LeeSin,Maple,Ryze,Betty,Varus,SwordArt,Malzahar,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002180124?gameHash=a3c01e30df8a98a8
MSI,2017,Spring,International,GAM,1,0,TSM,37,Stark,Gragas,Levi,Khazix,Optimus,Ahri,Slay,Varus,Archie,Karma,Hauntzer,Nautilus,Svenskeren,Graves,Bjergsen,Lulu,WildTurtle,Twitch,Biofrost,Nami,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002180130?gameHash=03336bc5758a759d
MSI,2017,Spring,International,FW,0,1,G2,47,MMD,Gragas,Karsa,Rengar,Maple,Leblanc,Betty,Varus,SwordArt,Lulu,Expect,Nautilus,Trick,Ivern,Perkz,Ryze,Zven,Caitlyn,mithy,Karma,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002180138?gameHash=5604703d17a7f2a4
MSI,2017,Spring,International,SKT,1,0,GAM,27,Huni,Rumble,Peanut,LeeSin,Faker,Ekko,Bang,Varus,Wolf,Lulu,Stark,Jayce,Levi,Graves,Optimus,Syndra,Slay,Ashe,Archie,Karma,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002180145?gameHash=2ba736f5ffe8a59c
MSI,2017,Spring,International,TSM,1,0,WE,40,Hauntzer,Kennen,Svenskeren,LeeSin,Bjergsen,Taliyah,WildTurtle,Ezreal,Biofrost,Lulu,957,Jayce,Condi,Elise,xiye,Karma,Mystic,Ashe,Ben,Nami,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002180154?gameHash=e1b11e4d1901c49b
MSI,2017,Spring,International,SKT,1,0,TSM,29,Huni,Rumble,Peanut,LeeSin,Faker,Orianna,Bang,Twitch,Wolf,TahmKench,Hauntzer,Shen,Svenskeren,Khazix,Bjergsen,Syndra,WildTurtle,Varus,Biofrost,Braum,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002190147?gameHash=fd2fca48055e4ea9
MSI,2017,Spring,International,G2,0,1,WE,29,Expect,Shen,Trick,Nunu,Perkz,Leblanc,Zven,KogMaw,mithy,Lulu,957,Kled,Condi,Graves,xiye,Kassadin,Mystic,Ashe,Ben,Malzahar,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002190173?gameHash=68e64129fe2110ae
MSI,2017,Spring,International,FW,1,0,TSM,36,MMD,Rumble,Karsa,Graves,Maple,Ryze,Betty,Jhin,SwordArt,TahmKench,Hauntzer,Fizz,Svenskeren,LeeSin,Bjergsen,Orianna,WildTurtle,Varus,Biofrost,Braum,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002190180?gameHash=7f22f5e1c5f67081
MSI,2017,Spring,International,GAM,0,1,G2,42,Stark,Kennen,Levi,Graves,Optimus,Taliyah,Slay,Ziggs,Archie,Bard,Expect,Jayce,Trick,Nunu,Perkz,Fizz,Zven,KogMaw,mithy,Lulu,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002190189?gameHash=9cd972caedb6443f
MSI,2017,Spring,International,WE,0,1,SKT,34,957,Gragas,Condi,Rengar,xiye,Karma,Mystic,Caitlyn,Ben,Lulu,Huni,Kennen,Peanut,Ivern,Faker,Orianna,Bang,Twitch,Wolf,Nami,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002190197?gameHash=7836715ba188f80c
MSI,2017,Spring,International,G2,0,1,TSM,51,Expect,Gragas,Trick,LeeSin,Perkz,Syndra,Zven,Lucian,mithy,Braum,Hauntzer,Rumble,Svenskeren,Elise,Bjergsen,Jayce,WildTurtle,Ashe,Biofrost,TahmKench,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002180211?gameHash=ea452b69002fc067
MSI,2017,Spring,International,SKT,1,0,FW,36,Huni,Fiora,Peanut,LeeSin,Faker,Fizz,Bang,KogMaw,Wolf,Braum,MMD,Nautilus,Karsa,Graves,Maple,Syndra,Betty,Twitch,SwordArt,TahmKench,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002180223?gameHash=59d95d7a91fbd857
MSI,2017,Spring,International,GAM,1,0,WE,32,Stark,Gragas,Levi,Khazix,Optimus,Lulu,Slay,Ashe,Archie,Zyra,957,Shen,Condi,Graves,xiye,Leblanc,Mystic,Twitch,Ben,Nami,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002180232?gameHash=dd7144ce9d7a272a
MSI,2017,Spring,International,G2,1,0,FW,28,Expect,Shen,Trick,Graves,Perkz,Orianna,Zven,Twitch,mithy,TahmKench,MMD,Kled,Karsa,LeeSin,Maple,Vladimir,Betty,Jhin,SwordArt,Zyra,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002180239?gameHash=01a96409b7684abe
MSI,2017,Spring,International,GAM,0,1,SKT,28,Stark,Kennen,Levi,Graves,Optimus,Taliyah,Slay,Ziggs,Archie,Bard,Huni,Rumble,Peanut,LeeSin,Faker,Orianna,Bang,Twitch,Wolf,TahmKench,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002180250?gameHash=d1842b4b45bf92df
MSI,2017,Spring,International,WE,1,0,TSM,40,957,Fizz,Condi,LeeSin,xiye,Taliyah,Mystic,Caitlyn,Ben,Karma,Hauntzer,Galio,Svenskeren,Khazix,Bjergsen,Ryze,WildTurtle,Ashe,Biofrost,Lulu,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002180257?gameHash=ce61f742ccc87f29
MSI,2017,Spring,International,WE,1,0,G2,31,957,Gragas,Condi,LeeSin,xiye,Leblanc,Mystic,Ashe,Ben,Malzahar,Expect,Shen,Trick,Elise,Perkz,Ryze,Zven,Varus,mithy,TahmKench,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002190242?gameHash=f2c7aa22e4c07abf
MSI,2017,Spring,International,TSM,1,0,GAM,31,Hauntzer,Renekton,Svenskeren,LeeSin,Bjergsen,Syndra,WildTurtle,Caitlyn,Biofrost,Lulu,Stark,Nautilus,Levi,Graves,Optimus,Leblanc,Slay,Varus,Archie,Karma,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002190255?gameHash=a09827bcddbdda75
MSI,2017,Spring,International,FW,1,0,SKT,39,MMD,Fizz,Karsa,LeeSin,Maple,Syndra,Betty,Ashe,SwordArt,Karma,Huni,Rumble,Peanut,Graves,Faker,Orianna,Bang,Varus,Wolf,Nami,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002190264?gameHash=016ac9c66c8ac080
MSI,2017,Spring,International,G2,0,1,GAM,41,Expect,Nautilus,Trick,Graves,Perkz,Syndra,Zven,Ashe,mithy,Zyra,Stark,Galio,Levi,Khazix,Optimus,Zed,Slay,Ziggs,Archie,Malzahar,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002190273?gameHash=932ac227b8ab560e
MSI,2017,Spring,International,TSM,0,1,SKT,35,Hauntzer,Kennen,Svenskeren,Ivern,Bjergsen,Syndra,WildTurtle,Caitlyn,Biofrost,Karma,Huni,Galio,Peanut,Graves,Faker,Fizz,Bang,Ashe,Wolf,Sona,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002190280?gameHash=31eac7f42b5f4f15
MSI,2017,Spring,International,FW,0,1,WE,38,MMD,Shen,Karsa,Khazix,Maple,Ahri,Betty,Ashe,SwordArt,TahmKench,957,Kled,Condi,LeeSin,xiye,Fizz,Mystic,KogMaw,Ben,Galio,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002190287?gameHash=1d3a4aab02a70bdb
MSI,2017,Spring,International,SKT,1,0,G2,30,Huni,Galio,Peanut,Olaf,Faker,Ahri,Bang,Twitch,Wolf,Lulu,Expect,Shen,Trick,Khazix,Perkz,Orianna,Zven,Kennen,mithy,Karma,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002180306?gameHash=da11fab881ad63b4
MSI,2017,Spring,International,TSM,1,0,FW,54,Hauntzer,Shen,Svenskeren,Graves,Bjergsen,Ahri,WildTurtle,Caitlyn,Biofrost,Karma,MMD,Galio,Karsa,LeeSin,Maple,Syndra,Betty,Ashe,SwordArt,Zyra,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002180314?gameHash=530570051d84c333
MSI,2017,Spring,International,WE,1,0,GAM,31,957,Fizz,Condi,Ivern,xiye,Taliyah,Mystic,Caitlyn,Ben,Karma,Stark,Galio,Levi,Graves,Optimus,Syndra,Slay,Jhin,Archie,Lulu,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002180331?gameHash=e2b5435ded7cd56a
MSI,2017,Spring,International,TSM,0,1,G2,51,Hauntzer,Rumble,Svenskeren,Ivern,Bjergsen,Jayce,WildTurtle,Varus,Biofrost,Zyra,Expect,Gragas,Trick,Nunu,Perkz,Orianna,Zven,Caitlyn,mithy,Braum,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002180337?gameHash=a3984eaf02d16289
MSI,2017,Spring,International,FW,1,0,GAM,31,MMD,Nautilus,Karsa,Graves,Maple,Leblanc,Betty,Ashe,SwordArt,Lulu,Stark,Galio,Levi,Khazix,Optimus,Lissandra,Slay,Varus,Archie,Nami,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002180343?gameHash=ded059180842d72f
MSI,2017,Spring,International,SKT,0,1,WE,38,Huni,Galio,Peanut,Graves,Faker,Orianna,Bang,Ezreal,Wolf,TahmKench,957,Shen,Condi,Elise,xiye,Lucian,Mystic,Ashe,Zero,Zyra,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002180355?gameHash=a8686d4ba46af250
MSI,2017,Spring,International,FW,1,0,TSM,38,MMD,Fizz,Karsa,LeeSin,Maple,Taliyah,Betty,Ashe,SwordArt,Lulu,Hauntzer,Shen,Svenskeren,Graves,Bjergsen,Ryze,WildTurtle,Ezreal,Biofrost,Karma,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002180361?gameHash=c5707e2ad82817d2
